applicant_id,age,gender,age_group,residence_prefecture,residence_municipality,desired_area_count,qualification_count,has_national_license,qualifications,desired_workstyle,desired_start,desired_job,career,employment_status,status,member_id
97,50,男性,50代,京都府,京都市中京区,7,3,False,"介護職員初任者研修（旧ヘルパー2級）,その他（喀痰吸引等 ３号研修（基本））,その他（重度訪問介護従業者養成研修（基礎・追加））","正職員, パート・バイト",1ヶ月以内（2025/08/03時点）,"介護職/ヘルパー,看護助手 (1年未満),生活支援員",普通科(高等学校)(1994年3月卒業),就業中,HOT,1194877
98,50,男性,50代,奈良県,奈良市,32,3,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,福祉用具専門相談員","パート・バイト, 正職員, 契約職員",機会があれば転職を検討したい（2025/03/05時点）,"介護職/ヘルパー (5年未満),福祉用具専門相談員 (5年未満),生活相談員 (未経験),介護タクシー/ドライバー (2年未満),生活支援員,保育士",(短期大学)(1995年3月卒業),就業中,HOT,743000
99,38,男性,30代,大阪府,枚方市,5,3,False,"介護福祉士,社会福祉主事任用資格,自動車運転免許",正職員,3ヶ月以上先（2024/03/08時点）,"介護職/ヘルパー (10年未満),生活相談員,生活支援員 (5年未満)",,就業中,HOT,2057982
100,32,女性,30代,滋賀県,大津市,6,2,True,"准看護師,その他（メンタルケアカウンセラー）","正職員, パート・バイト",3ヶ月以内（2025/04/09時点）,"介護職/ヘルパー (2年未満),看護師/准看護師 (10年未満),サービス提供責任者",看護科・看護専攻科(高等専門学校)(2014年3月卒業),就業中,HOT,1245713
101,74,女性,70歳以上,京都府,京都市伏見区,5,3,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 正職員",機会があれば転職を検討したい（2024/05/09時点）,介護職/ヘルパー (6年未満),,就業中,HOT,948399
102,40,男性,40代,滋賀県,大津市,4,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,3ヶ月以内（2024/10/14時点）,介護職/ヘルパー (4年未満),,就業中,HOT,1039756
103,47,女性,40代,京都府,亀岡市,5,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,"生活支援員 (1年未満),介護職/ヘルパー,看護助手 (1年未満)",,離職中,HOT,2796801
104,65,女性,60代,大阪府,寝屋川市,4,3,False,"介護福祉士,社会福祉主事任用資格,自動車運転免許","パート・バイト, 契約職員, 正職員",機会があれば転職を検討したい（2024/04/07時点）,"生活支援員 (6年未満),サービス管理責任者 (6年未満),介護職/ヘルパー (5年未満),生活相談員 (1年未満),相談支援専門員 (1年未満)",,就業中,HOT,1421956
105,65,女性,60代,京都府,木津川市,2,2,False,"介護福祉士,自動車運転免許",パート・バイト,,介護職/ヘルパー (6年未満),,就業中,HOT,2838745
106,56,男性,50代,京都府,京都市南区,2,1,False,自動車運転免許,"パート・バイト, 正職員",機会があれば転職を検討したい（2025/10/06時点）,"生活支援員,総合職/新卒/その他,清掃/環境整備,相談支援専門員,介護タクシー/ドライバー,調理師/調理スタッフ,児童発達支援管理責任者,サービス提供責任者,生活相談員,介護職/ヘルパー",,就業中,HOT,2910335
107,39,男性,30代,京都府,京都市南区,9,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許,福祉用具専門相談員",正職員,,"管理職（介護）,介護職/ヘルパー (3年未満),総合職/新卒/その他,サービス提供責任者,生活相談員,サービス管理責任者,医療事務/受付",法政経学部 法政経学科(大学)(2012年3月卒業),就業中,HOT,881358
108,69,女性,60代,京都府,亀岡市,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,今すぐに（2025/03/29時点）,介護職/ヘルパー (1年未満),,離職中,HOT,796064
109,47,男性,40代,京都府,京都市右京区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー,,就業中,HOT,2250582
110,25,女性,20代,福井県,三方上中郡若狭町,4,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,今すぐに（2025/08/29時点）,介護職/ヘルパー,,離職中,HOT,2848524
111,36,女性,30代,兵庫県,神戸市北区,15,1,False,介護福祉士,"正職員, パート・バイト, 契約職員, 業務委託",機会があれば転職を検討したい（2022/11/04時点）,"介護職/ヘルパー (9年未満),看護助手,生活支援員,サービス提供責任者,調剤事務,生活相談員,管理職（介護）,福祉用具専門相談員,サービス管理責任者,介護タクシー/ドライバー",,就業中,HOT,1394025
112,20,女性,20代,京都府,京都市西京区,1,1,False,自動車運転免許,正職員,,"介護職/ヘルパー,医療事務/受付 (未経験)",,離職中,HOT,2083242
113,57,女性,50代,京都府,京都市伏見区,2,0,False,,"正職員, パート・バイト",,"生活支援員 (未経験),介護職/ヘルパー",,就業中,HOT,2383999
114,50,女性,50代,京都府,京都市山科区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",機会があれば転職を検討したい（2024/11/14時点）,"介護職/ヘルパー (未経験),介護事務 (未経験)",,就業中,HOT,2396512
115,53,女性,50代,京都府,亀岡市,6,3,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","契約職員, 正職員, パート・バイト",今すぐに（2024/09/20時点）,"介護事務 (未経験),介護職/ヘルパー (10年以上),生活支援員,看護助手,生活相談員 (未経験)",,就業中,HOT,2047736
116,54,女性,50代,京都府,木津川市,4,5,False,"歯科衛生士,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,その他（介護口腔ケア推進士）","正職員, パート・バイト",機会があれば転職を検討したい（2024/08/10時点）,"歯科衛生士 (8年未満),介護職/ヘルパー (1年未満)",(専門学校)(1992年3月卒業),就業中,HOT,44978
117,65,女性,60代,京都府,京都市右京区,1,2,True,"看護師,自動車運転免許","パート・バイト, 正職員, 契約職員",,"介護職/ヘルパー,看護師/准看護師",,就業中,HOT,2449857
118,40,男性,40代,京都府,京都市山科区,1,3,False,"介護福祉士,社会福祉主事任用資格,自動車運転免許",正職員,,"管理職（介護）,介護職/ヘルパー (10年以上)",介護科(高等専門学校)(2005年3月卒業),就業中,HOT,2862580
119,59,男性,50代,大阪府,大阪市東淀川区,6,9,False,"登録販売者,介護支援専門員（ケアマネジャー）,介護福祉士,社会福祉主事任用資格,自動車運転免許,その他（行政書士）,その他（第二種電気工事士）,その他（甲種４類(自火報設備)消防設備士）,その他（乙種６類(消火器)消防設備士）","正職員, パート・バイト",3ヶ月以内（2025/01/02時点）,"ケアマネジャー (未経験),介護職/ヘルパー",経済学部経営学科会計(大学)(1993年3月卒業),離職中,HOT,348637
120,44,男性,40代,京都府,京都市北区,9,3,False,"介護支援専門員（ケアマネジャー）,介護福祉士,自動車運転免許",正職員,1ヶ月以内（2025/07/15時点）,"介護職/ヘルパー (10年以上),生活相談員 (6年未満),介護事務,介護タクシー/ドライバー (未経験),管理職（介護） (5年未満),ケアマネジャー (未経験),一般事務/管理部門 (未経験),ドライバー/配達員 (未経験)",経理科(専門学校)(2000年3月卒業),離職中,HOT,670887
121,52,女性,50代,京都府,京都市左京区,2,2,True,"准看護師,介護福祉士",正職員,,"看護師/准看護師 (10年以上),介護職/ヘルパー (8年未満)",,離職中,HOT,2619386
122,61,女性,60代,京都府,木津川市,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,,介護職/ヘルパー (5年未満),,就業中,HOT,2496148
123,47,女性,40代,京都府,京都市右京区,1,1,False,介護福祉士,パート・バイト,機会があれば転職を検討したい（2025/10/04時点）,"生活支援員,介護職/ヘルパー,清掃/環境整備,保育補助",,離職中,HOT,2905449
124,59,女性,50代,京都府,城陽市,5,2,False,"医療事務資格（民間）,自動車運転免許",正職員,機会があれば転職を検討したい（2024/05/20時点）,"医療事務/受付 (10年以上),看護助手 (3年未満),介護職/ヘルパー",国文科(短期大学)(1987年3月卒業),就業中,HOT,485493
125,60,女性,60代,京都府,京都市北区,3,3,False,"介護福祉士,自動車運転免許,その他（喀痰吸引3号）",パート・バイト,,介護職/ヘルパー,,離職中,HOT,902592
126,39,男性,30代,京都府,京都市中京区,3,4,False,"介護福祉士,社会福祉主事任用資格,自動車運転免許,その他（認知症介護実践リーダー研修）","パート・バイト, 正職員",今すぐに（2023/05/05時点）,"介護職/ヘルパー (10年以上),生活相談員 (10年以上)",社会福祉学部社会福祉学科社会福祉(大学)(2009年3月卒業),就業中,HOT,1047446
127,40,女性,40代,京都府,京都市南区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,HOT,2837009
128,83,男性,70歳以上,滋賀県,大津市,27,1,False,自動車運転免許,"パート・バイト, 正職員, 契約職員",,"介護タクシー/ドライバー (3年未満),生活支援員,総合職/新卒/その他,介護職/ヘルパー,サービス管理責任者,調理師/調理スタッフ",,就業中,HOT,1615939
129,39,男性,30代,京都府,京都市南区,1,1,False,介護福祉士,"パート・バイト, 正職員",機会があれば転職を検討したい（2025/01/26時点）,介護職/ヘルパー (10年以上),,就業中,HOT,2495975
130,67,男性,60代,京都府,京都市山科区,8,6,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,社会福祉主事任用資格,自動車運転免許,児童指導員任用資格","正職員, パート・バイト",機会があれば転職を検討したい（2025/01/06時点）,"管理職（介護）,生活支援員 (10年以上),介護職/ヘルパー,児童指導員/指導員 (10年以上)",経済学部(大学)(1981年3月),就業中,HOT,2462596
131,41,男性,40代,大阪府,枚方市,4,2,False,"介護福祉士,自動車運転免許",正職員,機会があれば転職を検討したい（2025/02/20時点）,"介護職/ヘルパー (10年以上),サービス提供責任者 (1年未満)",,就業中,HOT,1076103
132,44,女性,40代,京都府,木津川市,4,0,False,,"パート・バイト, 正職員",機会があれば転職を検討したい（2025/05/14時点）,"介護職/ヘルパー,生活支援員",福祉介護(高等学校)(1997年3月卒業),就業中,HOT,2682929
133,61,女性,60代,京都府,京都市中京区,4,10,False,"介護職員初任者研修（旧ヘルパー2級）,歯科助手資格（民間）,自動車運転免許,サービス管理責任者研修,中学校教諭,相談支援専門員,その他（日本スポーツ協会 コーチ）,その他（日本パラスポーツ協会 中級指導員）,その他（知的障害者移動支援）,その他（視覚障害者移動支援）","正職員, 契約職員, パート・バイト",今すぐに（2022/07/20時点）,"介護職/ヘルパー (10年以上),生活支援員 (10年以上),サービス管理責任者 (10年以上),歯科助手 (10年以上)",家政学科生活科学専攻(短期大学)(1987年3月卒業),就業中,HOT,1109003
134,54,女性,50代,兵庫県,丹波市,6,6,False,"介護支援専門員（ケアマネジャー）,介護福祉士,社会福祉士,精神保健福祉士,主任介護支援専門員,自動車運転免許",正職員,3ヶ月以上先（2025/08/16時点）,"医療ソーシャルワーカー (2年未満),ケアマネジャー (10年以上),介護職/ヘルパー (10年以上)",,就業中,HOT,2229955
135,45,女性,40代,京都府,京都市伏見区,3,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 正職員",機会があれば転職を検討したい（2022/08/20時点）,"介護職/ヘルパー (10年以上),児童指導員/指導員 (未経験),生活支援員 (未経験)",,就業中,HOT,1059159
