target_municipality,age_group,gender,has_national_license,residence_prefecture,count,avg_age,employment_rate,top_qualifications
京都府亀岡市,70歳以上,女性,False,京都府,6,72.66666666666667,0.3333333333333333,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府亀岡市,30代,女性,True,京都府,2,33.5,0.5,看護師;社会福祉主事任用資格;自動車運転免許
京都府亀岡市,20代,女性,False,兵庫県,1,28.0,0.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府亀岡市,20代,女性,False,北海道,1,28.0,1.0,
京都府亀岡市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
京都府亀岡市,20代,女性,False,神奈川県,1,20.0,0.0,
京都府亀岡市,20代,女性,False,福岡県,1,26.0,1.0,介護福祉士;鍼灸師
京都府亀岡市,20代,女性,True,京都府,1,26.0,1.0,看護師
京都府亀岡市,20代,男性,False,岡山県,1,27.0,1.0,介護福祉士 取得予定（1年以内）
京都府亀岡市,30代,女性,False,兵庫県,1,31.0,1.0,医療事務資格（民間）;自動車運転免許
京都府亀岡市,30代,女性,False,滋賀県,1,30.0,1.0,自動車運転免許
京都府亀岡市,30代,男性,False,埼玉県,1,36.0,1.0,介護福祉士
京都府亀岡市,30代,男性,False,神奈川県,1,38.0,0.0,介護福祉士;自動車運転免許
京都府亀岡市,40代,女性,False,大阪府,1,48.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府亀岡市,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
京都府亀岡市,40代,女性,False,滋賀県,1,47.0,0.0,保育士
京都府亀岡市,40代,女性,True,大阪府,1,41.0,1.0,准看護師;自動車運転免許
京都府亀岡市,40代,男性,False,大阪府,1,46.0,0.0,介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格;自動車運転免許
京都府亀岡市,40代,男性,False,愛知県,1,49.0,1.0,
京都府亀岡市,50代,女性,False,愛媛県,1,59.0,0.0,保育士;自動車運転免許
京都府亀岡市,50代,女性,True,京都府,1,54.0,1.0,看護師;准看護師;自動車運転免許
京都府亀岡市,50代,女性,True,大阪府,1,57.0,0.0,准看護師;自動車運転免許
京都府亀岡市,60代,女性,False,大阪府,1,61.0,0.0,保育士;幼稚園教諭;自動車運転免許
京都府亀岡市,60代,女性,True,京都府,1,66.0,1.0,准看護師;自動車運転免許
京都府亀岡市,60代,女性,True,兵庫県,1,63.0,1.0,准看護師
京都府亀岡市,60代,女性,True,大阪府,1,62.0,1.0,看護師
京都府亀岡市,60代,女性,True,愛知県,1,66.0,0.0,看護師;自動車運転免許
京都府亀岡市,60代,男性,False,大阪府,1,69.0,1.0,自動車運転免許
京都府亀岡市,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
京都府京丹後市,50代,女性,False,京都府,15,54.46666666666667,0.7333333333333333,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府京丹後市,60代,女性,False,京都府,9,64.55555555555556,0.4444444444444444,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府京丹後市,20代,女性,False,京都府,8,25.625,0.5,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許 取得予定（1年以内）
京都府京丹後市,30代,男性,False,京都府,4,33.0,0.5,介護福祉士;自動車運転免許
京都府京丹後市,40代,女性,False,京都府,4,47.25,1.0,自動車運転免許;介護福祉士
京都府京丹後市,50代,男性,False,京都府,4,54.5,0.5,介護福祉士
京都府京丹後市,30代,女性,False,京都府,3,34.0,0.6666666666666666,自動車運転免許
京都府京丹後市,60代,男性,False,京都府,3,64.33333333333333,0.3333333333333333,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府京丹後市,20代,男性,False,京都府,2,22.5,1.0,
京都府京丹後市,20代,女性,False,兵庫県,1,26.0,1.0,
京都府京丹後市,20代,女性,False,北海道,1,23.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府京丹後市,20代,女性,False,愛媛県,1,28.0,1.0,
京都府京丹後市,50代,女性,True,京都府,1,59.0,1.0,看護師
京都府京丹後市,50代,男性,False,大阪府,1,53.0,1.0,
京都府京丹後市,70歳以上,女性,False,京都府,1,75.0,1.0,介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,40代,女性,False,京都府,45,45.6,0.7111111111111111,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,50代,女性,False,京都府,43,54.627906976744185,0.7906976744186046,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,60代,女性,False,京都府,28,63.142857142857146,0.6071428571428571,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府京田辺市,20代,女性,False,京都府,26,23.923076923076923,0.4230769230769231,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京田辺市,50代,男性,False,京都府,18,54.22222222222222,0.5555555555555556,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京田辺市,30代,男性,False,京都府,16,33.75,0.625,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府京田辺市,40代,男性,False,京都府,15,44.6,0.6,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府京田辺市,60代,男性,False,京都府,13,64.3076923076923,0.6923076923076923,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府京田辺市,30代,女性,False,京都府,11,33.27272727272727,0.5454545454545454,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;医療事務資格（民間）
京都府京田辺市,20代,男性,False,京都府,9,23.444444444444443,0.3333333333333333,自動車運転免許;介護福祉士;その他（食品衛生責任者）
京都府京田辺市,50代,女性,False,大阪府,8,54.75,0.75,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府京田辺市,70歳以上,男性,False,京都府,8,75.125,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,70歳以上,女性,False,京都府,6,72.66666666666667,0.6666666666666666,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;自動車運転免許 取得予定（1年以内）
京都府京田辺市,50代,男性,False,奈良県,5,55.4,1.0,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京田辺市,60代,女性,False,大阪府,4,62.0,1.0,介護福祉士;自動車運転免許;放課後児童支援員認定資格
京都府京田辺市,40代,女性,False,大阪府,3,47.666666666666664,1.0,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,40代,女性,True,京都府,3,43.666666666666664,0.6666666666666666,看護師;自動車運転免許;准看護師
京都府京田辺市,40代,男性,False,大阪府,3,42.333333333333336,1.0,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,60代,女性,True,京都府,3,67.66666666666667,0.6666666666666666,看護師;准看護師;自動車運転免許
京都府京田辺市,20代,女性,False,大阪府,2,24.5,1.0,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,30代,女性,False,大阪府,2,34.0,1.0,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府京田辺市,40代,男性,False,奈良県,2,44.0,1.0,自動車運転免許;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;介護福祉士
京都府京田辺市,50代,女性,False,奈良県,2,55.0,0.5,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,50代,女性,True,京都府,2,56.5,1.0,准看護師;自動車運転免許
京都府京田辺市,60代,女性,False,奈良県,2,66.5,0.5,介護職員初任者研修（旧ヘルパー2級）;児童指導員任用資格;放課後児童支援員認定資格 取得予定（1年以内）
京都府京田辺市,70歳以上,男性,False,大阪府,2,79.0,0.0,
京都府京田辺市,20代,女性,False,千葉県,1,26.0,0.0,介護福祉士;社会福祉士
京都府京田辺市,20代,女性,False,奈良県,1,26.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府京田辺市,20代,女性,False,東京都,1,23.0,1.0,自動車運転免許
京都府京田辺市,20代,女性,True,京都府,1,29.0,1.0,看護師;自動車運転免許
京都府京田辺市,30代,女性,False,兵庫県,1,31.0,1.0,
京都府京田辺市,30代,女性,False,奈良県,1,36.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,30代,女性,True,京都府,1,34.0,1.0,看護師;介護支援専門員（ケアマネジャー）;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,30代,男性,False,大阪府,1,31.0,0.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,30代,男性,False,福井県,1,32.0,0.0,介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,40代,女性,False,奈良県,1,47.0,1.0,介護福祉士;自動車運転免許
京都府京田辺市,40代,女性,False,岡山県,1,49.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;サービス管理責任者研修
京都府京田辺市,40代,女性,True,奈良県,1,44.0,1.0,理学療法士;自動車運転免許
京都府京田辺市,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
京都府京田辺市,50代,男性,True,京都府,1,55.0,1.0,准看護師;介護福祉士;自動車運転免許
京都府京田辺市,60代,女性,False,三重県,1,65.0,1.0,自動車運転免許
京都府京田辺市,60代,女性,True,奈良県,1,69.0,1.0,准看護師;自動車運転免許
京都府京田辺市,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府京田辺市,60代,男性,True,京都府,1,67.0,1.0,准看護師;自動車運転免許
京都府京田辺市,70歳以上,女性,True,京都府,1,72.0,1.0,准看護師
京都府京田辺市,70歳以上,女性,True,岐阜県,1,74.0,0.0,准看護師;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府京田辺市,70歳以上,男性,False,奈良県,1,75.0,1.0,自動車運転免許
京都府京都市上京区,50代,女性,False,京都府,89,54.651685393258425,0.7191011235955056,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京都市上京区,60代,女性,False,京都府,69,63.84057971014493,0.6956521739130435,介護福祉士;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府京都市上京区,40代,女性,False,京都府,56,45.142857142857146,0.6071428571428571,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府京都市上京区,30代,男性,False,京都府,44,34.40909090909091,0.5909090909090909,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府京都市上京区,50代,男性,False,京都府,44,54.43181818181818,0.6590909090909091,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京都市上京区,20代,女性,False,京都府,42,24.714285714285715,0.3333333333333333,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京都市上京区,60代,男性,False,京都府,40,63.925,0.4,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京都市上京区,30代,女性,False,京都府,39,33.43589743589744,0.5641025641025641,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府京都市上京区,40代,男性,False,京都府,35,44.857142857142854,0.6285714285714286,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京都市上京区,20代,男性,False,京都府,29,25.551724137931036,0.3793103448275862,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京都市上京区,70歳以上,女性,False,京都府,29,73.75862068965517,0.4482758620689655,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府京都市上京区,70歳以上,男性,False,京都府,20,74.15,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府京都市上京区,60代,女性,True,京都府,5,64.0,0.6,准看護師;自動車運転免許
京都府京都市上京区,40代,女性,False,滋賀県,4,45.5,0.75,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;社会福祉主事任用資格
