target_municipality,qualification_name,applicant_count,avg_age,employment_rate
京都府京田辺市,調剤事務資格（民間）,1,31.0,1.0
京都府京田辺市,あん摩マッサージ指圧師,1,68.0,1.0
京都府京田辺市,放課後児童支援員認定資格 取得予定（1年以内）,1,68.0,1.0
京都府京田辺市,その他（普通自動車第二種免許資格取得）,1,62.0,0.0
京都府京田辺市,その他（強度行動障害支援者養成研修基礎研修修了）,1,26.0,1.0
京都府京田辺市,その他（強度行動障害支援者養成研修実践研修修了）,1,26.0,1.0
京都府京田辺市,その他（防火管理者講習修了（甲種））,1,26.0,1.0
京都府京田辺市,その他（防災管理者講習修了）,1,26.0,1.0
京都府京田辺市,その他（甲種防火管理者）,1,64.0,0.0
京都府京田辺市,その他（耳つぼセラピストインストラクター）,1,53.0,1.0
京都府京田辺市,その他（かっさインストラクター）,1,53.0,1.0
京都府京田辺市,その他（マスターカラーセラピスト）,1,53.0,1.0
京都府京田辺市,主任介護支援専門員,1,54.0,1.0
京都府京田辺市,その他（学校図書館司書教諭資格）,1,68.0,1.0
京都府京田辺市,その他（特別支援学校教諭）,1,68.0,1.0
京都府京田辺市,その他（同行援護 応用過程）,1,27.0,1.0
京都府京田辺市,その他（行動援護）,1,27.0,1.0
京都府京田辺市,その他（第二種衛生管理者）,1,58.0,1.0
京都府京田辺市,その他（フォークリフト運転）,1,58.0,1.0
京都府京田辺市,その他（強度行動障害支援者養成講習）,1,58.0,1.0
京都府京田辺市,児童発達支援管理責任者,1,61.0,1.0
京都府京田辺市,その他（全身性障害者移動介護従業者養成研修）,1,61.0,1.0
京都府京田辺市,その他（視覚性障害者移動介護従業者養成研修）,1,61.0,1.0
京都府京田辺市,歯科助手資格（民間）,1,66.0,0.0
京都府京田辺市,管理栄養士,1,45.0,1.0
京都府京田辺市,栄養士,1,45.0,1.0
京都府京田辺市,その他（認知症介護実務者研修 管理者研修）,1,61.0,1.0
京都府京田辺市,調理師 取得予定（1年以内）,1,54.0,0.0
京都府京田辺市,その他（城陽市生活支援員養成講座）,1,48.0,1.0
京都府京田辺市,その他（同行援護従業者養成研修一般課程）,1,63.0,1.0
京都府京田辺市,その他（重度訪問介護従事者 喀痰吸引 ３号）,1,45.0,1.0
京都府京田辺市,整体師,1,54.0,1.0
京都府京田辺市,その他（日本語ワープロ検定準二級）,1,22.0,1.0
京都府京田辺市,その他（日本情報処理技能検定準二級）,1,22.0,1.0
京都府京田辺市,保育士 取得予定（1年以内）,1,23.0,0.0
京都府京田辺市,理学療法士,1,44.0,1.0
京都府京田辺市,その他（MOS word/excel2013スペシャリスト）,1,27.0,0.0
京都府京都市上京区,自動車運転免許,299,50.45484949832776,0.6120401337792643
京都府京都市上京区,介護職員初任者研修（旧ヘルパー2級）,225,51.11555555555555,0.5911111111111111
京都府京都市上京区,介護福祉士,208,50.99038461538461,0.6971153846153846
京都府京都市上京区,介護職員実務者研修（旧ヘルパー1級/基礎研修）,107,49.00934579439252,0.6728971962616822
京都府京都市上京区,社会福祉主事任用資格,29,45.55172413793103,0.5862068965517241
京都府京都市上京区,介護支援専門員（ケアマネジャー）,22,54.13636363636363,0.6363636363636364
京都府京都市上京区,看護師,14,51.642857142857146,0.5
京都府京都市上京区,准看護師,13,55.53846153846154,0.6153846153846154
京都府京都市上京区,自動車運転免許 取得予定（1年以内）,12,39.25,0.5
京都府京都市上京区,社会福祉士,10,43.4,0.5
京都府京都市上京区,医療事務資格（民間）,9,51.111111111111114,0.4444444444444444
京都府京都市上京区,幼稚園教諭,8,44.375,1.0
京都府京都市上京区,サービス管理責任者研修,7,58.42857142857143,1.0
京都府京都市上京区,保育士,7,46.714285714285715,1.0
京都府京都市上京区,アロマセラピスト,6,48.333333333333336,0.3333333333333333
京都府京都市上京区,小学校教諭,6,48.0,0.8333333333333334
京都府京都市上京区,児童指導員任用資格,6,38.666666666666664,0.6666666666666666
京都府京都市上京区,介護福祉士 取得予定（1年以内）,5,50.2,0.6
京都府京都市上京区,調理師,5,54.2,0.6
京都府京都市上京区,介護支援専門員（ケアマネジャー） 取得予定（1年以内）,5,61.6,1.0
京都府京都市上京区,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,5,42.4,1.0
京都府京都市上京区,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,5,53.0,0.6
京都府京都市上京区,栄養士,4,49.75,0.75
京都府京都市上京区,あん摩マッサージ指圧師,4,45.25,0.5
京都府京都市上京区,高等学校教諭,4,43.5,1.0
京都府京都市上京区,調剤事務資格（民間）,4,47.0,0.5
京都府京都市上京区,介護事務資格（民間）,4,53.5,0.75
京都府京都市上京区,福祉用具専門相談員 取得予定（1年以内）,3,39.0,0.3333333333333333
京都府京都市上京区,中学校教諭,3,58.333333333333336,1.0
京都府京都市上京区,整体師,3,55.0,0.3333333333333333
京都府京都市上京区,福祉用具専門相談員,3,48.333333333333336,0.6666666666666666
京都府京都市上京区,精神保健福祉士,3,49.333333333333336,0.6666666666666666
京都府京都市上京区,歯科助手資格（民間）,2,46.0,1.0
京都府京都市上京区,相談支援専門員,2,49.5,1.0
京都府京都市上京区,リフレクソロジスト,2,47.0,0.5
京都府京都市上京区,理学療法士,2,35.0,0.5
京都府京都市上京区,鍼灸師,2,34.0,0.5
京都府京都市上京区,その他（実用英語技能検定2級）,2,46.0,0.5
京都府京都市上京区,その他（強度行動障害支援者養成研修）,2,54.0,1.0
京都府京都市上京区,児童発達支援管理責任者研修,2,50.0,1.0
京都府京都市上京区,医療事務資格（民間） 取得予定（1年以内）,2,37.5,0.5
京都府京都市上京区,ネイリスト資格（民間）,2,50.5,1.0
京都府京都市上京区,美容師,2,38.5,0.5
京都府京都市上京区,相談支援従事者研修,2,61.0,1.0
京都府京都市上京区,その他（メンタルケアカウンセラー）,1,32.0,1.0
京都府京都市上京区,その他（日本スポーツ協会 コーチ）,1,61.0,1.0
京都府京都市上京区,その他（日本パラスポーツ協会 中級指導員）,1,61.0,1.0
京都府京都市上京区,その他（知的障害者移動支援）,1,61.0,1.0
京都府京都市上京区,その他（視覚障害者移動支援）,1,61.0,1.0
京都府京都市上京区,その他（喀痰吸引3級）,1,44.0,0.0
京都府京都市上京区,その他（危険物取扱者乙四類）,1,44.0,0.0
京都府京都市上京区,その他（認知症介護基礎研修）,1,44.0,0.0
京都府京都市上京区,その他（ガイドヘルパー）,1,58.0,1.0
京都府京都市上京区,その他（上級心理カウンセラー(民間)）,1,58.0,1.0
京都府京都市上京区,その他（普通自動車第二種免許資格取得）,1,62.0,0.0
京都府京都市上京区,その他（喀痰吸引等研修3号研修修了）,1,46.0,0.0
京都府京都市上京区,その他（強度行動障害支援者養成研修修了）,1,46.0,0.0
京都府京都市上京区,その他（MicrosoftOfficeSpecialistWord）,1,46.0,0.0
京都府京都市上京区,その他（MicrosoftOfficeSpecialistExcel）,1,46.0,0.0
京都府京都市上京区,その他（甲種防火管理者）,1,64.0,0.0
京都府京都市上京区,薬剤師,1,73.0,0.0
京都府京都市上京区,その他（初級システムアドミニストレーター）,1,53.0,1.0
京都府京都市上京区,その他（介護予防運動指導員） 取得予定（1年以内）,1,53.0,1.0
京都府京都市上京区,その他（喀痰吸引等研修3号研修）,1,46.0,1.0
京都府京都市上京区,その他（MicrosoftOfficeSpecialistExcel2016）,1,46.0,1.0
京都府京都市上京区,その他（MicrosoftOfficeSpecialistWord2016）,1,46.0,1.0
京都府京都市上京区,その他（普通自動車第二種免許）,1,39.0,0.0
京都府京都市上京区,その他（幼稚園教諭第二種免許）,1,51.0,0.0
京都府京都市上京区,放課後児童支援員認定資格,1,74.0,0.0
京都府京都市上京区,その他（介護特定技能１号合格者）,1,44.0,0.0
京都府京都市上京区,その他（同行援護従事者）,1,70.0,1.0
京都府京都市上京区,その他（日本語文書処理技能（ワープロ技能）検定4級）,1,48.0,1.0
京都府京都市上京区,その他（Microsoft Office Specialist EXCEL 2000）,1,48.0,1.0
京都府京都市上京区,その他（丙種危険物取扱者）,1,48.0,1.0
京都府京都市上京区,その他（情報処理活用能力検定3級）,1,48.0,1.0
京都府京都市上京区,その他（京都市食品衛生責任者）,1,48.0,1.0
京都府京都市上京区,その他（認知症介護実務者研修 管理者研修）,1,61.0,1.0
京都府京都市上京区,その他（実用英語技能検定）,1,51.0,0.0
京都府京都市上京区,その他（リンパケアヘッドフェイシャルセラピスト）,1,48.0,1.0
京都府京都市上京区,その他（自動二輪免許）,1,48.0,1.0
京都府京都市上京区,その他（子育て支援員）,1,48.0,1.0
京都府京都市上京区,その他（食品衛生責任者）,1,48.0,1.0
京都府京都市上京区,臨床検査技師,1,64.0,1.0
京都府京都市上京区,その他（小原流華道 三級家元教授）,1,50.0,1.0
京都府京都市上京区,その他（秘書技能検定２級）,1,50.0,1.0
京都府京都市上京区,その他（介護特定技能）,1,36.0,0.0
京都府京都市上京区,その他（認知症介護実践者研修）,1,52.0,0.0
京都府京都市上京区,その他（認知症対応型サービス事業管理者研修）,1,52.0,0.0
京都府京都市上京区,その他（防火管理者）,1,52.0,1.0
京都府京都市上京区,その他（簿記3級）,1,52.0,1.0
京都府京都市上京区,その他（アロマテラピー検定1級）,1,43.0,1.0
京都府京都市上京区,その他（京都府強度行動障害支援者養成研修(実践研修)）,1,34.0,1.0
京都府京都市上京区,その他（中型自動車免許）,1,34.0,1.0
京都府京都市上京区,その他（同行援護従事者育成研修終了）,1,55.0,1.0
京都府京都市上京区,その他（京都府強度行動障害支援者育成研修終了）,1,55.0,1.0
京都府京都市上京区,その他（日商簿記3級）,1,62.0,1.0
京都府京都市上京区,その他（普通二種免許）,1,62.0,1.0
京都府京都市上京区,その他（同行援護一般課程.応用過程）,1,70.0,1.0
京都府京都市上京区,その他（重度訪問介護従業者）,1,70.0,1.0
京都府京都市上京区,その他（重度訪問介護従業者養成研修）,1,49.0,1.0
京都府京都市上京区,その他（大型自動二輪）,1,39.0,1.0
京都府京都市上京区,その他（労務事務(給与計算PCエクセル、ワード)）,1,62.0,0.0
京都府京都市上京区,その他（医療事務）,1,62.0,0.0
京都府京都市上京区,その他（普通自動車二種免許資格取得）,1,62.0,0.0
京都府京都市上京区,その他（MOS 2013 ワード、エクセル、パワーポイント）,1,43.0,0.0
京都府京都市上京区,その他（消防救命救急一級、二級）,1,43.0,0.0
京都府京都市上京区,登録販売者,1,35.0,0.0
京都府京都市下京区,自動車運転免許,389,47.82262210796915,0.6426735218508998
京都府京都市下京区,介護職員初任者研修（旧ヘルパー2級）,304,48.37828947368421,0.6282894736842105
京都府京都市下京区,介護福祉士,251,47.95219123505976,0.7450199203187251
京都府京都市下京区,介護職員実務者研修（旧ヘルパー1級/基礎研修）,165,47.58181818181818,0.7090909090909091
京都府京都市下京区,社会福祉主事任用資格,51,42.72549019607843,0.6470588235294118
京都府京都市下京区,介護支援専門員（ケアマネジャー）,27,53.22222222222222,0.7777777777777778
京都府京都市下京区,准看護師,21,53.61904761904762,0.6190476190476191
京都府京都市下京区,医療事務資格（民間）,18,48.27777777777778,0.8333333333333334
京都府京都市下京区,社会福祉士,18,40.833333333333336,0.8888888888888888
京都府京都市下京区,保育士,13,51.76923076923077,0.6153846153846154
京都府京都市下京区,看護師,13,42.07692307692308,0.6923076923076923
京都府京都市下京区,サービス管理責任者研修,12,52.083333333333336,0.75
京都府京都市下京区,調理師,12,56.25,0.75
京都府京都市下京区,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,11,42.27272727272727,0.45454545454545453
京都府京都市下京区,自動車運転免許 取得予定（1年以内）,10,38.6,0.4
京都府京都市下京区,児童指導員任用資格,9,48.111111111111114,0.8888888888888888
京都府京都市下京区,福祉用具専門相談員,9,41.111111111111114,0.5555555555555556
京都府京都市下京区,調剤事務資格（民間）,7,49.0,0.8571428571428571
京都府京都市下京区,小学校教諭,7,47.285714285714285,0.8571428571428571
京都府京都市下京区,精神保健福祉士,7,46.57142857142857,1.0
京都府京都市下京区,栄養士,6,47.5,0.8333333333333334
京都府京都市下京区,介護事務資格（民間）,6,49.166666666666664,0.8333333333333334
京都府京都市下京区,介護福祉士 取得予定（1年以内）,6,52.166666666666664,0.6666666666666666
京都府京都市下京区,高等学校教諭,6,45.333333333333336,1.0
京都府京都市下京区,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,6,36.5,0.6666666666666666
京都府京都市下京区,アロマセラピスト,5,45.6,0.4
京都府京都市下京区,福祉用具専門相談員 取得予定（1年以内）,5,37.0,0.4
京都府京都市下京区,児童発達支援管理責任者研修,5,56.4,0.8
京都府京都市下京区,介護支援専門員（ケアマネジャー） 取得予定（1年以内）,5,56.0,1.0
京都府京都市下京区,登録販売者,4,48.75,0.75
京都府京都市下京区,あん摩マッサージ指圧師,4,51.25,0.75
京都府京都市下京区,幼稚園教諭,4,47.0,0.75
京都府京都市下京区,リフレクソロジスト,3,45.0,0.6666666666666666
京都府京都市下京区,中学校教諭,3,49.666666666666664,1.0
京都府京都市下京区,相談支援従事者研修,3,62.666666666666664,1.0
京都府京都市下京区,歯科助手資格（民間）,3,45.0,0.6666666666666666
