id,age,gender,age_group,generation,residence_raw,residence_pref,residence_muni,residence_region,qualification_count
666,23,M,20-24,Young,7,,,,0
667,49,F,45-49,Middle,8,,,,0
668,60,F,55-59,Senior,9,,,,0
669,53,F,50-54,Senior,10,,,,0
670,48,M,45-49,Middle,11,,,,0
671,50,M,45-49,Middle,12,,,,0
672,44,F,40-44,Middle,13,,,,0
673,45,F,40-44,Middle,14,,,,0
674,44,F,40-44,Middle,15,,,,0
675,43,F,40-44,Middle,16,,,,0
676,57,F,55-59,Senior,17,,,,0
677,66,M,65-69,Elderly,18,,,,0
678,61,F,60-64,Senior,19,,,,0
679,59,F,55-59,Senior,20,,,,0
680,48,F,45-49,Middle,21,,,,0
681,52,F,50-54,Senior,22,,,,0
682,22,M,20-24,Young,23,,,,0
683,51,F,50-54,Senior,24,,,,0
684,69,F,65-69,Elderly,25,,,,0
685,17,M,Under 20,Young,26,,,,0
686,44,F,40-44,Middle,27,,,,0
687,60,F,55-59,Senior,28,,,,0
688,54,F,50-54,Senior,29,,,,0
689,60,F,55-59,Senior,30,,,,0
690,38,F,35-39,Middle,1,,,,0
691,62,F,60-64,Senior,2,,,,0
692,70,F,65-69,Elderly,3,,,,0
693,61,M,60-64,Senior,4,,,,0
694,33,M,30-34,Young,5,,,,0
695,46,M,45-49,Middle,6,,,,0
696,33,F,30-34,Young,7,,,,0
697,38,F,35-39,Middle,8,,,,0
698,57,F,55-59,Senior,9,,,,0
699,55,F,50-54,Senior,10,,,,0
700,44,F,40-44,Middle,11,,,,0
701,57,M,55-59,Senior,12,,,,0
702,58,F,55-59,Senior,13,,,,0
703,31,F,30-34,Young,14,,,,0
704,31,F,30-34,Young,15,,,,0
705,30,F,25-29,Young,16,,,,0
706,58,F,55-59,Senior,17,,,,0
707,65,M,60-64,Senior,18,,,,0
708,65,F,60-64,Senior,19,,,,0
709,58,F,55-59,Senior,20,,,,0
710,59,F,55-59,Senior,21,,,,0
711,47,M,45-49,Middle,22,,,,0
712,36,F,35-39,Middle,23,,,,0
713,37,F,35-39,Middle,24,,,,0
714,56,F,55-59,Senior,25,,,,0
715,48,F,45-49,Middle,26,,,,0
716,38,F,35-39,Middle,27,,,,0
717,53,F,50-54,Senior,28,,,,0
718,45,F,40-44,Middle,29,,,,0
719,64,F,60-64,Senior,30,,,,0
720,47,F,45-49,Middle,1,,,,0
721,61,F,60-64,Senior,2,,,,0
722,24,F,20-24,Young,3,,,,0
723,34,F,30-34,Young,4,,,,0
724,23,F,20-24,Young,5,,,,0
725,29,M,25-29,Young,6,,,,0
726,50,M,45-49,Middle,7,,,,0
727,53,F,50-54,Senior,8,,,,0
728,33,F,30-34,Young,9,,,,0
729,51,F,50-54,Senior,10,,,,0
730,42,M,40-44,Middle,11,,,,0
731,49,F,45-49,Middle,12,,,,0
732,62,F,60-64,Senior,13,,,,0
733,19,M,Under 20,Young,14,,,,0
734,77,M,70+,Elderly,15,,,,0
735,46,F,45-49,Middle,16,,,,0
736,65,M,60-64,Senior,17,,,,0
737,68,F,65-69,Elderly,18,,,,0
738,41,F,40-44,Middle,19,,,,0
739,59,F,55-59,Senior,20,,,,0
740,46,F,45-49,Middle,21,,,,0
741,61,F,60-64,Senior,22,,,,0
742,35,M,30-34,Young,23,,,,0
743,46,F,45-49,Middle,24,,,,0
744,49,F,45-49,Middle,25,,,,0
745,73,M,70+,Elderly,26,,,,0
746,40,M,35-39,Middle,27,,,,0
747,62,F,60-64,Senior,28,,,,0
748,48,F,45-49,Middle,29,,,,0
749,47,F,45-49,Middle,30,,,,0
750,69,M,65-69,Elderly,1,,,,0
751,66,F,65-69,Elderly,2,,,,0
752,55,F,50-54,Senior,3,,,,0
753,56,M,55-59,Senior,4,,,,0
754,53,F,50-54,Senior,5,,,,0
755,34,M,30-34,Young,6,,,,0
756,53,M,50-54,Senior,7,,,,0
757,45,M,40-44,Middle,8,,,,0
758,58,F,55-59,Senior,9,,,,0
759,41,F,40-44,Middle,10,,,,0
760,61,F,60-64,Senior,11,,,,0
761,45,F,40-44,Middle,12,,,,0
762,49,F,45-49,Middle,13,,,,0
763,60,F,55-59,Senior,14,,,,0
764,31,F,30-34,Young,15,,,,0
765,54,F,50-54,Senior,16,,,,0
766,35,F,30-34,Young,17,,,,0
767,49,M,45-49,Middle,18,,,,0
768,45,F,40-44,Middle,19,,,,0
769,84,M,70+,Elderly,20,,,,0
770,75,F,70+,Elderly,21,,,,0
771,51,M,50-54,Senior,22,,,,0
772,67,F,65-69,Elderly,23,,,,0
773,54,M,50-54,Senior,24,,,,0
774,42,M,40-44,Middle,25,,,,0
775,69,F,65-69,Elderly,26,,,,0
776,51,F,50-54,Senior,27,,,,0
777,33,M,30-34,Young,28,,,,0
778,54,F,50-54,Senior,29,,,,0
779,63,M,60-64,Senior,30,,,,0
780,51,F,50-54,Senior,1,,,,0
781,51,M,50-54,Senior,2,,,,0
782,41,F,40-44,Middle,3,,,,0
783,37,F,35-39,Middle,4,,,,0
784,29,F,25-29,Young,5,,,,0
785,42,F,40-44,Middle,6,,,,0
786,54,F,50-54,Senior,7,,,,0
787,39,F,35-39,Middle,8,,,,0
788,45,F,40-44,Middle,9,,,,0
789,46,F,45-49,Middle,10,,,,0
790,46,M,45-49,Middle,11,,,,0
791,47,M,45-49,Middle,12,,,,0
792,49,F,45-49,Middle,13,,,,0
793,33,F,30-34,Young,14,,,,0
794,31,F,30-34,Young,15,,,,0
795,66,M,65-69,Elderly,16,,,,0
796,70,F,65-69,Elderly,17,,,,0
797,26,M,25-29,Young,18,,,,0
798,53,M,50-54,Senior,19,,,,0
799,70,F,65-69,Elderly,20,,,,0
800,25,M,20-24,Young,21,,,,0
801,38,M,35-39,Middle,22,,,,0
802,62,M,60-64,Senior,23,,,,0
803,77,F,70+,Elderly,24,,,,0
804,67,F,65-69,Elderly,25,,,,0
805,52,M,50-54,Senior,26,,,,0
806,19,F,Under 20,Young,27,,,,0
807,63,M,60-64,Senior,28,,,,0
808,44,M,40-44,Middle,29,,,,0
809,20,F,Under 20,Young,30,,,,0
810,46,F,45-49,Middle,1,,,,0
811,28,M,25-29,Young,2,,,,0
812,51,F,50-54,Senior,3,,,,0
813,54,M,50-54,Senior,4,,,,0
814,66,F,65-69,Elderly,5,,,,0
815,36,M,35-39,Middle,6,,,,0
816,43,M,40-44,Middle,7,,,,0
817,30,M,25-29,Young,8,,,,0
818,45,F,40-44,Middle,9,,,,0
819,52,F,50-54,Senior,10,,,,0
820,40,M,35-39,Middle,11,,,,0
821,64,F,60-64,Senior,12,,,,0
822,44,F,40-44,Middle,13,,,,0
823,61,F,60-64,Senior,14,,,,0
824,42,M,40-44,Middle,15,,,,0
825,27,M,25-29,Young,16,,,,0
826,56,F,55-59,Senior,17,,,,0
827,54,F,50-54,Senior,18,,,,0
828,53,M,50-54,Senior,19,,,,0
829,71,M,70+,Elderly,20,,,,0
830,49,M,45-49,Middle,21,,,,0
831,48,M,45-49,Middle,22,,,,0
832,50,F,45-49,Middle,23,,,,0
833,61,M,60-64,Senior,24,,,,0
834,54,F,50-54,Senior,25,,,,0
835,64,M,60-64,Senior,26,,,,0
836,58,F,55-59,Senior,27,,,,0
837,54,F,50-54,Senior,28,,,,0
838,78,F,70+,Elderly,29,,,,0
839,36,M,35-39,Middle,30,,,,0
840,48,F,45-49,Middle,1,,,,0
841,48,F,45-49,Middle,2,,,,0
842,66,F,65-69,Elderly,3,,,,0
843,52,F,50-54,Senior,4,,,,0
844,63,M,60-64,Senior,5,,,,0
845,49,M,45-49,Middle,6,,,,0
846,67,F,65-69,Elderly,7,,,,0
847,65,F,60-64,Senior,8,,,,0
848,47,F,45-49,Middle,9,,,,0
849,54,M,50-54,Senior,10,,,,0
850,52,F,50-54,Senior,11,,,,0
851,53,F,50-54,Senior,12,,,,0
852,47,F,45-49,Middle,13,,,,0
853,50,F,45-49,Middle,14,,,,0
854,41,F,40-44,Middle,15,,,,0
855,67,F,65-69,Elderly,16,,,,0
856,53,F,50-54,Senior,17,,,,0
857,70,F,65-69,Elderly,18,,,,0
858,21,M,20-24,Young,19,,,,0
859,58,F,55-59,Senior,20,,,,0
860,54,F,50-54,Senior,21,,,,0
861,29,F,25-29,Young,22,,,,0
862,23,F,20-24,Young,23,,,,0
863,49,F,45-49,Middle,24,,,,0
864,34,M,30-34,Young,25,,,,0
865,53,F,50-54,Senior,26,,,,0
866,54,F,50-54,Senior,27,,,,0
867,58,F,55-59,Senior,28,,,,0
868,28,F,25-29,Young,29,,,,0
869,46,F,45-49,Middle,1,,,,0
870,74,M,70+,Elderly,2,,,,0
871,36,F,35-39,Middle,3,,,,0
872,33,M,30-34,Young,4,,,,0
873,61,F,60-64,Senior,5,,,,0
874,58,F,55-59,Senior,6,,,,0
875,22,F,20-24,Young,7,,,,0
876,44,M,40-44,Middle,8,,,,0
877,20,M,Under 20,Young,9,,,,0
878,57,F,55-59,Senior,10,,,,0
879,45,F,40-44,Middle,11,,,,0
880,30,F,25-29,Young,12,,,,0
881,39,M,35-39,Middle,13,,,,0
882,53,M,50-54,Senior,14,,,,0
883,60,F,55-59,Senior,15,,,,0
884,60,F,55-59,Senior,16,,,,0
885,21,F,20-24,Young,17,,,,0
886,51,F,50-54,Senior,18,,,,0
887,53,F,50-54,Senior,19,,,,0
888,54,F,50-54,Senior,20,,,,0
889,41,M,40-44,Middle,21,,,,0
890,54,M,50-54,Senior,22,,,,0
891,56,M,55-59,Senior,23,,,,0
892,57,F,55-59,Senior,24,,,,0
893,86,M,70+,Elderly,25,,,,0
894,59,M,55-59,Senior,26,,,,0
895,54,F,50-54,Senior,27,,,,0
896,52,M,50-54,Senior,28,,,,0
897,46,F,45-49,Middle,29,,,,0
898,34,F,30-34,Young,30,,,,0
899,34,F,30-34,Young,1,,,,0
900,60,F,55-59,Senior,2,,,,0
901,37,F,35-39,Middle,3,,,,0
902,42,F,40-44,Middle,4,,,,0
903,35,F,30-34,Young,5,,,,0
904,26,M,25-29,Young,6,,,,0
905,45,M,40-44,Middle,7,,,,0
906,74,F,70+,Elderly,8,,,,0
907,56,M,55-59,Senior,9,,,,0
908,63,M,60-64,Senior,10,,,,0
909,47,F,45-49,Middle,11,,,,0
910,47,M,45-49,Middle,12,,,,0
911,53,M,50-54,Senior,13,,,,0
912,20,F,Under 20,Young,14,,,,0
913,67,M,65-69,Elderly,15,,,,0
914,24,F,20-24,Young,16,,,,0
915,28,M,25-29,Young,17,,,,0
916,66,F,65-69,Elderly,18,,,,0
917,38,M,35-39,Middle,19,,,,0
918,45,F,40-44,Middle,20,,,,0
919,32,F,30-34,Young,21,,,,0
920,57,F,55-59,Senior,22,,,,0
921,49,M,45-49,Middle,23,,,,0
922,69,F,65-69,Elderly,24,,,,0
923,28,M,25-29,Young,25,,,,0
924,52,F,50-54,Senior,26,,,,0
925,22,F,20-24,Young,27,,,,0
926,20,F,Under 20,Young,1,,,,0
927,50,F,45-49,Middle,2,,,,0
928,64,F,60-64,Senior,3,,,,0
929,49,F,45-49,Middle,4,,,,0
930,29,F,25-29,Young,5,,,,0
931,52,F,50-54,Senior,6,,,,0
932,66,F,65-69,Elderly,7,,,,0
933,30,F,25-29,Young,8,,,,0
934,54,F,50-54,Senior,9,,,,0
935,33,F,30-34,Young,10,,,,0
936,34,F,30-34,Young,11,,,,0
937,60,F,55-59,Senior,12,,,,0
938,46,F,45-49,Middle,13,,,,0
939,45,F,40-44,Middle,14,,,,0
940,59,M,55-59,Senior,15,,,,0
941,29,M,25-29,Young,16,,,,0
942,81,M,70+,Elderly,17,,,,0
943,58,F,55-59,Senior,18,,,,0
944,26,F,25-29,Young,19,,,,0
945,29,M,25-29,Young,20,,,,0
946,58,F,55-59,Senior,21,,,,0
947,62,F,60-64,Senior,22,,,,0
948,55,F,50-54,Senior,23,,,,0
949,66,F,65-69,Elderly,24,,,,0
950,53,F,50-54,Senior,25,,,,0
951,56,M,55-59,Senior,26,,,,0
952,50,M,45-49,Middle,27,,,,0
953,65,F,60-64,Senior,28,,,,0
954,20,M,Under 20,Young,29,,,,0
955,53,F,50-54,Senior,30,,,,0
956,53,F,50-54,Senior,1,,,,0
957,41,M,40-44,Middle,2,,,,0
958,41,M,40-44,Middle,3,,,,0
959,50,F,45-49,Middle,4,,,,0
960,35,M,30-34,Young,5,,,,0
961,44,M,40-44,Middle,6,,,,0
962,47,F,45-49,Middle,7,,,,0
963,50,M,45-49,Middle,8,,,,0
964,35,F,30-34,Young,9,,,,0
965,45,F,40-44,Middle,10,,,,0
966,26,F,25-29,Young,11,,,,0
967,68,M,65-69,Elderly,12,,,,0
968,69,M,65-69,Elderly,13,,,,0
969,43,F,40-44,Middle,14,,,,0
970,43,M,40-44,Middle,15,,,,0
971,51,M,50-54,Senior,16,,,,0
972,33,F,30-34,Young,17,,,,0
973,26,F,25-29,Young,18,,,,0
974,44,F,40-44,Middle,19,,,,0
975,63,F,60-64,Senior,20,,,,0
976,51,F,50-54,Senior,21,,,,0
977,27,M,25-29,Young,22,,,,0
978,49,F,45-49,Middle,23,,,,0
979,56,F,55-59,Senior,24,,,,0
980,52,M,50-54,Senior,25,,,,0
981,50,F,45-49,Middle,26,,,,0
982,37,M,35-39,Middle,27,,,,0
983,36,F,35-39,Middle,28,,,,0
984,34,M,30-34,Young,29,,,,0
985,60,F,55-59,Senior,30,,,,0
986,61,M,60-64,Senior,1,,,,0
987,53,F,50-54,Senior,2,,,,0
988,50,M,45-49,Middle,3,,,,0
989,57,M,55-59,Senior,4,,,,0
990,59,F,55-59,Senior,5,,,,0
991,49,F,45-49,Middle,6,,,,0
992,32,F,30-34,Young,7,,,,0
993,37,F,35-39,Middle,8,,,,0
994,48,F,45-49,Middle,9,,,,0
995,26,M,25-29,Young,10,,,,0
996,69,F,65-69,Elderly,11,,,,0
997,56,F,55-59,Senior,12,,,,0
998,40,F,35-39,Middle,13,,,,0
999,41,F,40-44,Middle,14,,,,0
1000,48,F,45-49,Middle,15,,,,0
1001,59,F,55-59,Senior,16,,,,0
1002,29,M,25-29,Young,17,,,,0
1003,55,F,50-54,Senior,18,,,,0
1004,52,F,50-54,Senior,19,,,,0
1005,54,F,50-54,Senior,20,,,,0
1006,69,F,65-69,Elderly,21,,,,0
1007,60,F,55-59,Senior,22,,,,0
1008,56,F,55-59,Senior,23,,,,0
1009,48,F,45-49,Middle,24,,,,0
1010,41,M,40-44,Middle,25,,,,0
1011,44,F,40-44,Middle,26,,,,0
1012,55,F,50-54,Senior,27,,,,0
1013,28,F,25-29,Young,28,,,,0
1014,56,F,55-59,Senior,1,,,,0
1015,60,F,55-59,Senior,2,,,,0
1016,27,F,25-29,Young,3,,,,0
1017,30,F,25-29,Young,4,,,,0
1018,54,F,50-54,Senior,5,,,,0
1019,52,F,50-54,Senior,6,,,,0
1020,40,M,35-39,Middle,7,,,,0
1021,56,F,55-59,Senior,8,,,,0
1022,45,M,40-44,Middle,9,,,,0
1023,30,M,25-29,Young,10,,,,0
1024,46,M,45-49,Middle,11,,,,0
1025,48,M,45-49,Middle,12,,,,0
1026,32,F,30-34,Young,13,,,,0
1027,33,F,30-34,Young,14,,,,0
1028,63,F,60-64,Senior,15,,,,0
1029,28,F,25-29,Young,16,,,,0
1030,58,F,55-59,Senior,17,,,,0
1031,59,M,55-59,Senior,18,,,,0
1032,51,F,50-54,Senior,19,,,,0
1033,34,F,30-34,Young,20,,,,0
1034,43,M,40-44,Middle,21,,,,0
1035,46,F,45-49,Middle,22,,,,0
1036,66,F,65-69,Elderly,23,,,,0
1037,35,M,30-34,Young,24,,,,0
1038,60,F,55-59,Senior,25,,,,0
1039,32,F,30-34,Young,26,,,,0
1040,31,F,30-34,Young,27,,,,0
1041,47,F,45-49,Middle,28,,,,0
1042,35,F,30-34,Young,29,,,,0
1043,76,M,70+,Elderly,30,,,,0
1044,50,F,45-49,Middle,1,,,,0
1045,47,M,45-49,Middle,2,,,,0
1046,37,F,35-39,Middle,3,,,,0
1047,62,F,60-64,Senior,4,,,,0
1048,61,M,60-64,Senior,5,,,,0
1049,40,F,35-39,Middle,6,,,,0
1050,60,F,55-59,Senior,7,,,,0
1051,52,F,50-54,Senior,8,,,,0
1052,43,M,40-44,Middle,9,,,,0
1053,53,F,50-54,Senior,10,,,,0
1054,40,F,35-39,Middle,11,,,,0
1055,52,F,50-54,Senior,12,,,,0
1056,50,M,45-49,Middle,13,,,,0
1057,60,M,55-59,Senior,14,,,,0
1058,39,M,35-39,Middle,15,,,,0
1059,40,F,35-39,Middle,16,,,,0
1060,34,M,30-34,Young,17,,,,0
1061,63,M,60-64,Senior,18,,,,0
1062,47,F,45-49,Middle,19,,,,0
1063,45,M,40-44,Middle,20,,,,0
1064,54,F,50-54,Senior,21,,,,0
1065,46,M,45-49,Middle,22,,,,0
1066,68,F,65-69,Elderly,23,,,,0
1067,16,F,Under 20,Young,24,,,,0
1068,33,F,30-34,Young,25,,,,0
1069,70,F,65-69,Elderly,26,,,,0
1070,69,F,65-69,Elderly,27,,,,0
1071,47,F,45-49,Middle,28,,,,0
1072,37,F,35-39,Middle,29,,,,0
1073,40,M,35-39,Middle,30,,,,0
1074,20,F,Under 20,Young,1,,,,0
1075,35,F,30-34,Young,2,,,,0
1076,24,M,20-24,Young,3,,,,0
1077,61,F,60-64,Senior,4,,,,0
1078,40,F,35-39,Middle,5,,,,0
1079,32,M,30-34,Young,6,,,,0
1080,61,F,60-64,Senior,7,,,,0
1081,60,F,55-59,Senior,8,,,,0
1082,76,F,70+,Elderly,9,,,,0
1083,54,M,50-54,Senior,10,,,,0
1084,46,M,45-49,Middle,11,,,,0
1085,43,M,40-44,Middle,12,,,,0
1086,27,M,25-29,Young,13,,,,0
1087,52,F,50-54,Senior,14,,,,0
1088,43,F,40-44,Middle,15,,,,0
1089,39,F,35-39,Middle,16,,,,0
1090,57,F,55-59,Senior,17,,,,0
1091,34,F,30-34,Young,18,,,,0
1092,72,F,70+,Elderly,19,,,,0
1093,47,F,45-49,Middle,20,,,,0
1094,22,F,20-24,Young,21,,,,0
1095,37,M,35-39,Middle,22,,,,0
1096,58,M,55-59,Senior,23,,,,0
1097,44,F,40-44,Middle,24,,,,0
1098,35,F,30-34,Young,25,,,,0
1099,25,F,20-24,Young,26,,,,0
1100,22,F,20-24,Young,27,,,,0
1101,67,F,65-69,Elderly,28,,,,0
1102,39,F,35-39,Middle,29,,,,0
1103,57,M,55-59,Senior,1,,,,0
1104,60,F,55-59,Senior,2,,,,0
1105,59,M,55-59,Senior,3,,,,0
1106,49,F,45-49,Middle,4,,,,0
1107,47,F,45-49,Middle,5,,,,0
1108,46,F,45-49,Middle,6,,,,0
1109,26,M,25-29,Young,7,,,,0
1110,55,F,50-54,Senior,8,,,,0
1111,34,F,30-34,Young,9,,,,0
1112,64,F,60-64,Senior,10,,,,0
1113,21,F,20-24,Young,11,,,,0
1114,75,F,70+,Elderly,12,,,,0
1115,18,F,Under 20,Young,13,,,,0
1116,50,F,45-49,Middle,14,,,,0
1117,47,F,45-49,Middle,15,,,,0
1118,38,F,35-39,Middle,16,,,,0
1119,23,F,20-24,Young,17,,,,0
1120,68,M,65-69,Elderly,18,,,,0
1121,29,M,25-29,Young,19,,,,0
1122,34,M,30-34,Young,20,,,,0
1123,69,M,65-69,Elderly,21,,,,0
1124,63,F,60-64,Senior,22,,,,0
1125,48,M,45-49,Middle,23,,,,0
1126,37,F,35-39,Middle,24,,,,0
1127,59,F,55-59,Senior,25,,,,0
1128,61,M,60-64,Senior,26,,,,0
1129,26,F,25-29,Young,27,,,,0
1130,50,F,45-49,Middle,28,,,,0
1131,57,F,55-59,Senior,29,,,,0
1132,53,F,50-54,Senior,1,,,,0
1133,51,M,50-54,Senior,2,,,,0
1134,47,F,45-49,Middle,3,,,,0
1135,27,F,25-29,Young,4,,,,0
1136,48,F,45-49,Middle,5,,,,0
1137,57,F,55-59,Senior,6,,,,0
1138,67,M,65-69,Elderly,7,,,,0
1139,66,M,65-69,Elderly,8,,,,0
1140,66,F,65-69,Elderly,9,,,,0
1141,67,M,65-69,Elderly,10,,,,0
1142,36,M,35-39,Middle,11,,,,0
1143,28,M,25-29,Young,12,,,,0
1144,25,F,20-24,Young,13,,,,0
1145,74,M,70+,Elderly,14,,,,0
1146,54,F,50-54,Senior,15,,,,0
1147,63,F,60-64,Senior,16,,,,0
1148,48,F,45-49,Middle,17,,,,0
1149,49,F,45-49,Middle,18,,,,0
1150,66,M,65-69,Elderly,19,,,,0
1151,70,F,65-69,Elderly,20,,,,0
1152,70,M,65-69,Elderly,21,,,,0
1153,63,F,60-64,Senior,22,,,,0
1154,50,M,45-49,Middle,23,,,,0
1155,32,F,30-34,Young,24,,,,0
1156,26,F,25-29,Young,25,,,,0
1157,51,M,50-54,Senior,26,,,,0
1158,52,F,50-54,Senior,27,,,,0
1159,47,F,45-49,Middle,28,,,,0
1160,44,F,40-44,Middle,29,,,,0
1161,49,F,45-49,Middle,30,,,,0
1162,29,F,25-29,Young,1,,,,0
1163,69,F,65-69,Elderly,2,,,,0
1164,68,M,65-69,Elderly,3,,,,0
1165,63,F,60-64,Senior,4,,,,0
1166,44,F,40-44,Middle,5,,,,0
1167,47,F,45-49,Middle,6,,,,0
1168,47,F,45-49,Middle,7,,,,0
1169,46,F,45-49,Middle,8,,,,0
1170,59,F,55-59,Senior,9,,,,0
1171,54,F,50-54,Senior,10,,,,0
1172,63,F,60-64,Senior,11,,,,0
1173,34,F,30-34,Young,12,,,,0
1174,59,F,55-59,Senior,13,,,,0
1175,65,M,60-64,Senior,14,,,,0
1176,58,F,55-59,Senior,15,,,,0
1177,53,M,50-54,Senior,16,,,,0
1178,52,F,50-54,Senior,17,,,,0
1179,50,F,45-49,Middle,18,,,,0
1180,34,M,30-34,Young,19,,,,0
1181,46,M,45-49,Middle,20,,,,0
1182,43,F,40-44,Middle,21,,,,0
1183,42,M,40-44,Middle,22,,,,0
1184,52,F,50-54,Senior,23,,,,0
1185,28,F,25-29,Young,24,,,,0
1186,48,F,45-49,Middle,25,,,,0
1187,50,F,45-49,Middle,26,,,,0
1188,53,F,50-54,Senior,27,,,,0
1189,31,M,30-34,Young,28,,,,0
1190,47,M,45-49,Middle,29,,,,0
1191,58,M,55-59,Senior,30,,,,0
1192,30,M,25-29,Young,1,,,,0
1193,46,F,45-49,Middle,2,,,,0
1194,19,F,Under 20,Young,3,,,,0
1195,42,F,40-44,Middle,4,,,,0
1196,42,F,40-44,Middle,5,,,,0
1197,60,F,55-59,Senior,6,,,,0
1198,66,M,65-69,Elderly,7,,,,0
1199,53,F,50-54,Senior,8,,,,0
1200,64,F,60-64,Senior,9,,,,0
1201,40,F,35-39,Middle,10,,,,0
1202,29,F,25-29,Young,11,,,,0
1203,26,M,25-29,Young,12,,,,0
1204,29,F,25-29,Young,13,,,,0
1205,72,M,70+,Elderly,14,,,,0
1206,48,F,45-49,Middle,15,,,,0
1207,38,M,35-39,Middle,16,,,,0
1208,55,F,50-54,Senior,17,,,,0
1209,51,M,50-54,Senior,18,,,,0
1210,23,F,20-24,Young,19,,,,0
1211,23,F,20-24,Young,20,,,,0
1212,27,M,25-29,Young,21,,,,0
1213,46,F,45-49,Middle,22,,,,0
1214,30,M,25-29,Young,23,,,,0
1215,25,F,20-24,Young,24,,,,0
1216,50,F,45-49,Middle,25,,,,0
1217,56,F,55-59,Senior,26,,,,0
1218,25,M,20-24,Young,27,,,,0
1219,42,M,40-44,Middle,28,,,,0
1220,39,M,35-39,Middle,29,,,,0
1221,50,F,45-49,Middle,30,,,,0
1222,45,F,40-44,Middle,1,,,,0
1223,52,F,50-54,Senior,2,,,,0
1224,32,M,30-34,Young,3,,,,0
1225,55,M,50-54,Senior,4,,,,0
1226,35,F,30-34,Young,5,,,,0
1227,32,F,30-34,Young,6,,,,0
1228,45,F,40-44,Middle,7,,,,0
1229,58,F,55-59,Senior,8,,,,0
1230,32,F,30-34,Young,9,,,,0
1231,33,F,30-34,Young,10,,,,0
1232,25,F,20-24,Young,11,,,,0
1233,60,F,55-59,Senior,12,,,,0
1234,41,F,40-44,Middle,13,,,,0
1235,22,F,20-24,Young,14,,,,0
1236,62,F,60-64,Senior,15,,,,0
1237,60,F,55-59,Senior,16,,,,0
1238,47,F,45-49,Middle,17,,,,0
1239,61,F,60-64,Senior,18,,,,0
1240,48,F,45-49,Middle,19,,,,0
1241,28,F,25-29,Young,20,,,,0
1242,61,F,60-64,Senior,21,,,,0
1243,53,F,50-54,Senior,22,,,,0
1244,55,F,50-54,Senior,23,,,,0
1245,24,M,20-24,Young,24,,,,0
1246,52,F,50-54,Senior,25,,,,0
1247,50,F,45-49,Middle,26,,,,0
1248,34,F,30-34,Young,27,,,,0
1249,63,M,60-64,Senior,28,,,,0
1250,52,M,50-54,Senior,29,,,,0
1251,34,F,30-34,Young,30,,,,0
1252,21,F,20-24,Young,1,,,,0
1253,66,F,65-69,Elderly,2,,,,0
1254,64,F,60-64,Senior,3,,,,0
1255,52,F,50-54,Senior,4,,,,0
1256,33,F,30-34,Young,5,,,,0
1257,58,F,55-59,Senior,6,,,,0
1258,54,F,50-54,Senior,7,,,,0
1259,33,F,30-34,Young,8,,,,0
1260,33,M,30-34,Young,9,,,,0
1261,56,M,55-59,Senior,10,,,,0
1262,44,M,40-44,Middle,11,,,,0
1263,60,M,55-59,Senior,12,,,,0
1264,34,M,30-34,Young,13,,,,0
1265,76,M,70+,Elderly,14,,,,0
1266,41,F,40-44,Middle,15,,,,0
1267,52,F,50-54,Senior,16,,,,0
1268,57,F,55-59,Senior,17,,,,0
1269,47,F,45-49,Middle,18,,,,0
1270,31,M,30-34,Young,19,,,,0
1271,24,F,20-24,Young,20,,,,0
1272,44,F,40-44,Middle,21,,,,0
1273,55,F,50-54,Senior,22,,,,0
1274,72,F,70+,Elderly,23,,,,0
1275,45,F,40-44,Middle,24,,,,0
1276,40,F,35-39,Middle,25,,,,0
1277,53,F,50-54,Senior,26,,,,0
1278,22,M,20-24,Young,27,,,,0
1279,48,F,45-49,Middle,28,,,,0
1280,33,M,30-34,Young,29,,,,0
1281,38,F,35-39,Middle,1,,,,0
1282,51,F,50-54,Senior,2,,,,0
1283,61,M,60-64,Senior,3,,,,0
1284,62,F,60-64,Senior,4,,,,0
1285,30,M,25-29,Young,5,,,,0
1286,50,M,45-49,Middle,6,,,,0
1287,45,M,40-44,Middle,7,,,,0
1288,59,F,55-59,Senior,8,,,,0
1289,25,M,20-24,Young,9,,,,0
1290,51,M,50-54,Senior,10,,,,0
1291,35,F,30-34,Young,11,,,,0
1292,82,M,70+,Elderly,12,,,,0
1293,22,M,20-24,Young,13,,,,0
1294,69,F,65-69,Elderly,14,,,,0
1295,60,M,55-59,Senior,15,,,,0
1296,39,F,35-39,Middle,16,,,,0
1297,32,F,30-34,Young,17,,,,0
1298,25,F,20-24,Young,18,,,,0
1299,43,F,40-44,Middle,19,,,,0
1300,48,F,45-49,Middle,20,,,,0
1301,48,F,45-49,Middle,21,,,,0
1302,64,F,60-64,Senior,22,,,,0
1303,67,F,65-69,Elderly,23,,,,0
1304,44,F,40-44,Middle,24,,,,0
1305,27,M,25-29,Young,25,,,,0
1306,36,F,35-39,Middle,26,,,,0
1307,45,M,40-44,Middle,27,,,,0
1308,62,F,60-64,Senior,28,,,,0
1309,45,F,40-44,Middle,29,,,,0
1310,61,M,60-64,Senior,1,,,,0
1311,20,F,Under 20,Young,2,,,,0
1312,45,F,40-44,Middle,3,,,,0
1313,51,F,50-54,Senior,4,,,,0
1314,29,M,25-29,Young,5,,,,0
1315,52,F,50-54,Senior,6,,,,0
1316,36,F,35-39,Middle,7,,,,0
1317,29,F,25-29,Young,8,,,,0
1318,54,M,50-54,Senior,9,,,,0
