ID,性別,年齢,年齢バケット,居住地_都道府県,居住地_市区町村,資格数,国家資格保有,就業状況
ID_437,女性,58,50代,京都府,京都市下京区,4,無,就業中
ID_438,女性,67,60代,福井県,大飯郡高浜町,2,無,就業中
ID_439,女性,57,50代,京都府,京都市伏見区,2,有,就業中
ID_440,女性,54,50代,京都府,京都市下京区,0,無,就業中
ID_441,女性,56,50代,京都府,宇治市,2,有,就業中
ID_442,女性,31,30代,東京都,羽村市,2,有,離職中
ID_443,男性,39,30代,大阪府,枚方市,4,有,就業中
ID_444,女性,62,60代,京都府,京都市山科区,2,有,離職中
ID_445,男性,73,70歳以上,京都府,宮津市,0,無,就業中
ID_446,女性,66,60代,愛知県,名古屋市南区,2,有,離職中
ID_447,女性,57,50代,京都府,京都市右京区,3,有,就業中
ID_448,男性,42,40代,京都府,京都市右京区,3,有,就業中
ID_449,男性,25,20代,京都府,京都市北区,3,有,離職中
ID_450,女性,51,50代,京都府,京都市西京区,6,無,就業中
ID_451,女性,66,60代,京都府,京都市西京区,2,無,離職中
ID_452,男性,57,50代,京都府,京都市山科区,2,有,就業中
ID_453,女性,40,40代,京都府,八幡市,4,無,就業中
ID_454,女性,45,40代,京都府,京都市伏見区,1,無,就業中
ID_455,男性,50,50代,京都府,城陽市,3,有,就業中
ID_456,女性,43,40代,京都府,城陽市,1,無,就業中
ID_457,男性,47,40代,京都府,南丹市,2,無,離職中
ID_458,女性,49,40代,京都府,城陽市,2,無,離職中
ID_459,女性,48,40代,京都府,京都市左京区,4,有,就業中
ID_460,女性,41,40代,京都府,京都市左京区,0,無,離職中
ID_461,女性,55,50代,京都府,京田辺市,3,有,就業中
ID_462,男性,49,40代,京都府,京都市伏見区,3,有,就業中
ID_463,男性,36,30代,京都府,宇治市,4,有,就業中
ID_464,男性,70,70歳以上,京都府,京都市北区,1,無,離職中
ID_465,女性,60,60代,京都府,木津川市,2,無,就業中
ID_466,男性,53,50代,京都府,京都市北区,2,無,離職中
ID_467,女性,57,50代,京都府,京都市伏見区,4,有,離職中
ID_468,女性,37,30代,京都府,長岡京市,0,無,就業中
ID_469,女性,46,40代,京都府,長岡京市,2,無,離職中
ID_470,女性,61,60代,京都府,京都市北区,3,有,離職中
ID_471,女性,52,50代,京都府,京都市伏見区,3,有,就業中
ID_472,女性,51,50代,京都府,宇治市,3,有,就業中
ID_473,男性,50,50代,京都府,京都市山科区,3,有,就業中
ID_474,女性,45,40代,京都府,向日市,4,有,就業中
ID_475,女性,79,70歳以上,奈良県,奈良市,1,無,就業中
ID_476,女性,51,50代,京都府,宇治市,3,有,就業中
ID_477,男性,54,50代,京都府,京都市山科区,1,有,就業中
ID_478,男性,39,30代,兵庫県,尼崎市,7,有,就業中
ID_479,男性,56,50代,大阪府,豊中市,12,有,就業中
ID_480,女性,67,60代,京都府,京都市北区,3,有,離職中
ID_481,女性,62,60代,大阪府,三島郡島本町,1,無,離職中
ID_482,女性,29,20代,京都府,京都市伏見区,2,有,離職中
ID_483,男性,44,40代,京都府,京都市右京区,6,有,就業中
ID_484,男性,76,70歳以上,京都府,京都市西京区,1,無,就業中
ID_485,女性,58,50代,京都府,京都市下京区,1,無,就業中
ID_486,女性,29,20代,京都府,京都市伏見区,2,有,就業中
ID_487,女性,56,50代,京都府,京都市伏見区,1,有,就業中
ID_488,女性,60,60代,京都府,八幡市,2,無,離職中
ID_489,男性,33,30代,京都府,向日市,4,有,就業中
ID_490,女性,54,50代,京都府,木津川市,2,無,離職中
ID_491,女性,54,50代,京都府,京都市伏見区,0,無,離職中
ID_492,女性,69,60代,京都府,京都市南区,2,有,就業中
ID_493,女性,52,50代,京都府,城陽市,3,有,就業中
ID_494,男性,31,30代,京都府,宇治市,1,無,就業中
ID_495,女性,34,30代,福岡県,春日市,3,有,就業中
ID_496,女性,29,20代,京都府,宇治市,3,有,離職中
ID_497,女性,58,50代,奈良県,奈良市,3,有,就業中
ID_498,女性,48,40代,滋賀県,草津市,6,有,就業中
ID_499,男性,30,30代,京都府,京都市上京区,1,有,就業中
ID_500,女性,44,40代,京都府,京都市左京区,1,無,就業中
ID_501,女性,23,20代,奈良県,奈良市,1,有,就業中
ID_502,男性,29,20代,京都府,京都市伏見区,0,無,在学中
ID_503,女性,25,20代,京都府,京都市右京区,1,無,離職中
ID_504,女性,53,50代,京都府,綴喜郡宇治田原町,3,有,就業中
ID_505,男性,46,40代,大阪府,大阪市北区,1,無,就業中
ID_506,女性,41,40代,京都府,京都市左京区,3,無,就業中
ID_507,男性,66,60代,大阪府,箕面市,4,有,就業中
ID_508,女性,58,50代,京都府,城陽市,0,無,離職中
ID_509,女性,34,30代,福岡県,大野城市,1,無,離職中
ID_510,女性,40,40代,京都府,京都市右京区,1,有,就業中
ID_511,女性,52,50代,京都府,京都市山科区,0,無,就業中
ID_512,女性,58,50代,大阪府,枚方市,1,無,離職中
ID_513,女性,56,50代,京都府,京都市中京区,1,無,就業中
ID_514,男性,67,60代,滋賀県,大津市,3,有,就業中
ID_515,女性,25,20代,長崎県,大村市,1,有,就業中
ID_516,女性,44,40代,京都府,城陽市,4,有,離職中
ID_517,女性,66,60代,京都府,京都市左京区,2,有,就業中
ID_518,男性,33,30代,奈良県,磯城郡田原本町,3,無,離職中
ID_519,男性,76,70歳以上,滋賀県,高島市,3,有,就業中
ID_520,女性,25,20代,愛媛県,今治市,0,無,就業中
ID_521,女性,60,60代,京都府,城陽市,0,無,就業中
ID_522,女性,57,50代,滋賀県,大津市,4,有,就業中
ID_523,男性,42,40代,京都府,京都市山科区,1,無,就業中
ID_524,男性,44,40代,大阪府,大阪市旭区,4,有,就業中
ID_525,女性,56,50代,京都府,宇治市,4,無,就業中
ID_526,女性,58,50代,京都府,京都市伏見区,1,無,就業中
ID_527,女性,36,30代,京都府,京都市左京区,0,無,就業中
ID_528,女性,54,50代,京都府,京都市伏見区,4,有,就業中
ID_529,女性,36,30代,大阪府,枚方市,1,有,就業中
ID_530,女性,72,70歳以上,京都府,京都市左京区,0,無,就業中
ID_531,男性,37,30代,大阪府,大阪市北区,3,有,就業中
ID_532,女性,31,30代,大阪府,大阪市北区,2,有,就業中
ID_533,女性,46,40代,京都府,京都市西京区,1,有,就業中
ID_534,女性,57,50代,京都府,宇治市,1,有,就業中
ID_535,女性,59,50代,大阪府,寝屋川市,5,有,就業中
ID_536,女性,65,60代,京都府,八幡市,2,無,離職中
ID_537,男性,30,30代,大阪府,枚方市,3,有,就業中
ID_538,女性,56,50代,京都府,城陽市,1,無,就業中
ID_539,男性,50,50代,京都府,京都市伏見区,3,有,離職中
ID_540,男性,52,50代,大阪府,枚方市,15,無,就業中
ID_541,女性,61,60代,京都府,京都市右京区,6,有,就業中
ID_542,男性,45,40代,京都府,京都市西京区,2,有,就業中
ID_543,男性,65,60代,香川県,高松市,1,無,就業中
ID_544,女性,41,40代,京都府,京都市下京区,0,無,就業中
ID_545,女性,37,30代,京都府,京都市南区,3,有,就業中
ID_546,女性,44,40代,大阪府,枚方市,1,有,離職中
ID_547,男性,51,50代,奈良県,奈良市,3,無,就業中
ID_548,女性,43,40代,京都府,京都市伏見区,0,無,就業中
ID_549,女性,62,60代,京都府,京都市西京区,2,無,就業中
ID_550,男性,59,50代,京都府,京都市伏見区,3,無,就業中
ID_551,女性,29,20代,京都府,与謝郡与謝野町,4,有,在学中
ID_552,女性,46,40代,京都府,向日市,5,無,就業中
ID_553,男性,51,50代,京都府,京都市伏見区,1,無,就業中
ID_554,女性,50,50代,大阪府,枚方市,3,有,就業中
ID_555,女性,52,50代,京都府,八幡市,3,無,就業中
ID_556,女性,31,30代,京都府,宇治市,2,無,就業中
ID_557,女性,53,50代,福岡県,福岡市東区,2,有,就業中
ID_558,女性,57,50代,奈良県,奈良市,2,無,就業中
ID_559,女性,46,40代,滋賀県,大津市,1,無,離職中
ID_560,女性,59,50代,京都府,木津川市,4,有,就業中
ID_561,女性,44,40代,京都府,綾部市,2,有,就業中
ID_562,女性,40,40代,京都府,相楽郡精華町,2,有,就業中
ID_563,女性,21,20代,京都府,京都市山科区,1,無,在学中
ID_564,男性,62,60代,京都府,京都市伏見区,5,無,離職中
ID_565,女性,60,60代,京都府,京都市北区,2,有,就業中
ID_566,男性,47,40代,京都府,京都市北区,3,無,就業中
ID_567,男性,48,40代,京都府,京都市山科区,2,有,就業中
ID_568,女性,49,40代,京都府,京都市伏見区,3,無,就業中
ID_569,男性,50,50代,京都府,京都市伏見区,0,無,就業中
ID_570,女性,44,40代,京都府,宇治市,1,無,就業中
ID_571,女性,47,40代,京都府,京都市伏見区,4,有,就業中
ID_572,女性,44,40代,奈良県,奈良市,3,有,就業中
ID_573,女性,55,50代,京都府,京都市伏見区,3,有,就業中
ID_574,男性,54,50代,兵庫県,小野市,4,有,離職中
ID_575,男性,26,20代,京都府,京田辺市,7,有,就業中
ID_576,女性,36,30代,京都府,京都市西京区,5,有,就業中
ID_577,男性,65,60代,山梨県,中央市,5,有,就業中
ID_578,女性,41,40代,京都府,京都市伏見区,2,無,就業中
ID_579,男性,46,40代,京都府,京都市山科区,9,有,離職中
ID_580,女性,54,50代,京都府,京都市伏見区,1,無,就業中
ID_581,女性,40,40代,大阪府,大阪市住吉区,2,無,就業中
ID_582,女性,28,20代,京都府,八幡市,2,無,就業中
ID_583,女性,68,60代,京都府,向日市,1,無,離職中
ID_584,女性,62,60代,京都府,宇治市,1,有,就業中
ID_585,女性,39,30代,京都府,八幡市,3,有,就業中
ID_586,女性,38,30代,滋賀県,大津市,4,無,就業中
ID_587,女性,42,40代,京都府,木津川市,2,有,就業中
ID_588,女性,61,60代,奈良県,奈良市,2,有,離職中
ID_589,女性,40,40代,京都府,京都市右京区,3,有,就業中
ID_590,女性,59,50代,京都府,京都市伏見区,4,有,就業中
ID_591,女性,44,40代,奈良県,奈良市,4,有,就業中
ID_592,女性,52,50代,京都府,京都市右京区,1,有,就業中
ID_593,女性,61,60代,京都府,宇治市,2,有,就業中
ID_594,女性,39,30代,京都府,向日市,2,有,就業中
ID_595,男性,64,60代,京都府,八幡市,4,無,離職中
ID_596,女性,29,20代,京都府,京都市北区,1,有,離職中
ID_597,女性,43,40代,京都府,京都市伏見区,4,有,就業中
ID_598,男性,46,40代,滋賀県,大津市,1,無,就業中
ID_599,女性,26,20代,京都府,京都市左京区,1,無,在学中
ID_600,女性,24,20代,京都府,京都市右京区,2,無,就業中
ID_601,女性,54,50代,京都府,京都市山科区,3,無,離職中
ID_602,男性,48,40代,奈良県,奈良市,2,無,就業中
ID_603,男性,42,40代,京都府,京都市山科区,0,無,就業中
ID_604,女性,43,40代,奈良県,奈良市,2,有,就業中
ID_605,女性,85,70歳以上,京都府,京都市上京区,1,無,離職中
ID_606,男性,56,50代,兵庫県,明石市,1,無,離職中
ID_607,女性,51,50代,滋賀県,大津市,2,無,就業中
ID_608,男性,26,20代,奈良県,奈良市,0,無,離職中
ID_609,女性,55,50代,京都府,宇治市,6,有,就業中
ID_610,女性,76,70歳以上,福井県,小浜市,0,無,離職中
ID_611,女性,48,40代,京都府,宇治市,1,有,就業中
ID_612,男性,46,40代,京都府,亀岡市,0,無,就業中
ID_613,女性,53,50代,京都府,八幡市,3,無,就業中
ID_614,男性,28,20代,京都府,京都市伏見区,3,無,就業中
ID_615,男性,47,40代,京都府,宇治市,2,有,就業中
ID_616,男性,68,60代,京都府,宇治市,1,無,就業中
ID_617,男性,63,60代,京都府,京都市北区,1,有,就業中
ID_618,男性,50,50代,京都府,向日市,1,有,就業中
ID_619,女性,32,30代,京都府,京都市山科区,2,有,就業中
ID_620,男性,47,40代,滋賀県,大津市,3,無,就業中
ID_621,女性,73,70歳以上,京都府,京都市西京区,3,有,離職中
ID_622,女性,60,60代,京都府,京都市山科区,0,無,就業中
ID_623,女性,52,50代,大阪府,東大阪市,2,有,離職中
ID_624,女性,53,50代,京都府,京都市伏見区,1,無,就業中
ID_625,女性,42,40代,京都府,京都市山科区,2,有,就業中
ID_626,女性,46,40代,京都府,京都市西京区,3,有,就業中
ID_627,女性,62,60代,京都府,向日市,0,無,離職中
ID_628,男性,28,20代,京都府,京都市右京区,1,有,就業中
ID_629,男性,26,20代,京都府,船井郡京丹波町,0,無,就業中
ID_630,男性,30,30代,京都府,宇治市,1,有,就業中
ID_631,男性,49,40代,京都府,京都市下京区,5,有,就業中
ID_632,女性,39,30代,大阪府,吹田市,4,無,就業中
ID_633,男性,51,50代,奈良県,奈良市,4,有,就業中
ID_634,女性,40,40代,京都府,京都市伏見区,1,有,離職中
ID_635,女性,29,20代,京都府,京都市北区,1,無,離職中
ID_636,女性,48,40代,京都府,京都市伏見区,2,無,就業中
ID_637,男性,58,50代,滋賀県,草津市,2,無,離職中
ID_638,女性,32,30代,京都府,宇治市,1,有,就業中
ID_639,女性,21,20代,京都府,宇治市,1,無,離職中
ID_640,女性,30,30代,愛知県,稲沢市,4,無,就業中
ID_641,女性,70,70歳以上,千葉県,千葉市花見川区,2,有,離職中
ID_642,女性,71,70歳以上,京都府,八幡市,0,無,就業中
ID_643,女性,52,50代,京都府,宇治市,3,有,就業中
ID_644,女性,66,60代,京都府,京都市山科区,1,有,離職中
ID_645,男性,63,60代,京都府,京都市伏見区,1,無,離職中
ID_646,女性,57,50代,京都府,宇治市,0,無,就業中
ID_647,女性,58,50代,大阪府,大阪市平野区,2,無,就業中
ID_648,女性,44,40代,滋賀県,野洲市,4,有,就業中
ID_649,女性,45,40代,奈良県,奈良市,1,有,就業中
ID_650,男性,32,30代,京都府,京都市伏見区,2,有,就業中
ID_651,女性,25,20代,大阪府,大阪市都島区,2,無,就業中
ID_652,女性,57,50代,京都府,京都市山科区,2,有,就業中
ID_653,女性,47,40代,京都府,綴喜郡井手町,1,有,就業中
ID_654,女性,54,50代,京都府,京都市伏見区,2,無,離職中
ID_655,女性,54,50代,京都府,京都市上京区,1,無,就業中
ID_656,女性,64,60代,京都府,京都市伏見区,0,無,離職中
ID_657,女性,52,50代,滋賀県,大津市,4,有,就業中
ID_658,男性,34,30代,滋賀県,大津市,1,無,就業中
ID_659,女性,63,60代,兵庫県,宝塚市,4,有,離職中
ID_660,女性,47,40代,奈良県,宇陀郡御杖村,2,有,就業中
ID_661,男性,36,30代,京都府,八幡市,0,無,就業中
ID_662,男性,36,30代,京都府,京都市左京区,3,有,就業中
ID_663,女性,52,50代,京都府,京都市西京区,2,有,就業中
ID_664,女性,50,50代,愛媛県,松山市,3,無,就業中
ID_665,男性,63,60代,京都府,京都市右京区,1,有,就業中
ID_666,男性,23,20代,京都府,京都市中京区,0,無,在学中
ID_667,女性,49,40代,京都府,宇治市,6,有,就業中
ID_668,女性,60,60代,京都府,京都市伏見区,3,有,就業中
ID_669,女性,53,50代,京都府,京都市左京区,8,無,就業中
ID_670,男性,48,40代,京都府,京都市伏見区,0,無,就業中
ID_671,男性,50,50代,京都府,京都市左京区,9,無,就業中
ID_672,女性,44,40代,京都府,京都市右京区,2,有,就業中
ID_673,女性,45,40代,大阪府,大阪市此花区,2,有,就業中
ID_674,女性,44,40代,京都府,宇治市,1,無,就業中
ID_675,女性,43,40代,奈良県,奈良市,1,有,就業中
ID_676,女性,57,50代,滋賀県,大津市,1,有,就業中
ID_677,男性,66,60代,奈良県,奈良市,1,無,就業中
ID_678,女性,61,60代,兵庫県,丹波篠山市,2,無,就業中
ID_679,女性,59,50代,京都府,京都市右京区,2,無,就業中
ID_680,女性,48,40代,京都府,京都市右京区,2,無,就業中
ID_681,女性,52,50代,京都府,京都市右京区,2,無,就業中
ID_682,男性,22,20代,京都府,亀岡市,2,有,就業中
ID_683,女性,51,50代,滋賀県,湖南市,2,無,就業中
ID_684,女性,69,60代,大阪府,枚方市,1,無,就業中
ID_685,男性,17,20代,京都府,宇治市,0,無,離職中
ID_686,女性,44,40代,京都府,宇治市,1,無,就業中
ID_687,女性,60,60代,京都府,京都市上京区,1,有,就業中
ID_688,女性,54,50代,京都府,八幡市,2,有,就業中
ID_689,女性,60,60代,京都府,京都市西京区,0,無,就業中
ID_690,女性,38,30代,京都府,京丹後市,0,無,就業中
ID_691,女性,62,60代,京都府,京都市右京区,4,有,就業中
ID_692,女性,70,70歳以上,奈良県,北葛城郡王寺町,4,無,就業中
ID_693,男性,61,60代,滋賀県,大津市,4,無,就業中
ID_694,男性,33,30代,京都府,京都市右京区,0,無,就業中
ID_695,男性,46,40代,京都府,京都市山科区,8,無,就業中
ID_696,女性,33,30代,奈良県,天理市,2,無,離職中
ID_697,女性,38,30代,京都府,京都市伏見区,1,無,就業中
ID_698,女性,57,50代,京都府,京都市左京区,2,無,就業中
ID_699,女性,55,50代,京都府,長岡京市,6,無,就業中
ID_700,女性,44,40代,京都府,京都市南区,3,有,離職中
ID_701,男性,57,50代,京都府,八幡市,3,無,離職中
ID_702,女性,58,50代,京都府,京都市西京区,2,無,就業中
